record_id,redcap_event_name,information_timestamp,consent,subject_id_quest,information_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,cdrisc_timestamp,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_timestamp,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,lay_beliefs_timestamp,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_timestamp,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,general_questions_timestamp,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasatlx_aversion_timestamp,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasatlx_aversion2_timestamp,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasatlx_aversion3_timestamp,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasatlx_aversion4_timestamp,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_coged_timestamp,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,followup_ered_timestamp,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
80_final,t1_questionnaires_arm_1,,1,L20I01,2,,-2,-1,-2,-1,1,0,2,0,-1,2,1,0,-2,-3,1,2,2,,4,1,1,2,2,3,4,4,2,4,2,4,2,2,2,1,1,2,1,2,1,1,2,1,1,3,2,2,3,4,2,,5,4,4,1,2,4,1,4,4,3,4,3,2,2,,3,3,3,3,3,3,3,3,2,3,2,,4,5,4,1,3,5,5,4,4,5,2,,4,4,3,3,3,2,,2,2,3,3,5,4,4,2,2,5,2,,2,3,2,2,2,2,3,3,4,2,2,3,2,1,4,3,3,2,2,3,2,,2,2,3,2,3,3,2,2,3,2,2,,3,2,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L20I01,CS,,2,,21,2,3,0,2,1,0,0,,2,,15,2,13,5,12,9,9,2,,15,3,13,6,15,12,11,2,,18,4,15,5,16,18,16,2,,20,5,18,2,18,19,19,2,,1,3,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
80_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L20I01,JZ,,2,,,,,,,2,,0,,1,,"I felt like distraction was most effective because the topics were so different	 and compared to the other strategies the emotional load was not much bigger. And I found distraction easiest.",0,,0,,,,2
81,t1_questionnaires_arm_1,01.11.2022 08:51,1,E02L11,2,01.11.2022 08:54,2,2,0,2,3,0,-2,-1,-1,-2,-1,-2,2,-1,-3,-3,2,01.11.2022 08:58,4,2,3,1,2,2,4,3,2,4,1,4,3,1,3,1,2,2,2,2,1,2,3,1,1,3,2,1,3,3,2,01.11.2022 08:59,3,4,4,2,3,4,4,3,5,3,5,4,1,2,01.11.2022 09:01,3,3,3,3,2,2,3,2,2,3,2,01.11.2022 09:03,5,3,5,2,6,5,7,6,5,6,2,01.11.2022 09:04,3,3,4,4,4,2,01.11.2022 09:05,6,6,5,5,6,6,5,5,6,4,2,01.11.2022 09:09,4,3,2,1,2,4,2,3,3,2,4,4,3,1,3,3,2,2,2,1,2,01.11.2022 09:11,2,3,2,2,1,1,3,3,1,1,2,01.11.2022 09:12,3,4,4,4,2,01.11.2022 09:13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E02L11,JK,04.11.2022,2,04.11.2022 09:03,20,2,3,0,2,1,0,0,,2,04.11.2022 09:17,13,1,12,17,6,5,5,2,04.11.2022 09:27,16,3,14,16,14,5,2,2,04.11.2022 09:36,18,3,7,17,13,3,2,2,04.11.2022 09:46,19,5,16,14,17,5,4,2,04.11.2022 09:55,1,5,"Langeweile vermeiden, aber fairen Betrag bekommen",2,E02L11_t1_ED.csv,E02L11_t1_nback.csv,E02L11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
81,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E02L11,JZ,18.11.2022,2,E02L11.eeg,E02L11.vhdr,E02L11.vmrk,E02L11_t2_ER.csv,E02L11_t2_ED.csv,,2,18.11.2022 09:54,0,,1,,Ablenken hat für mich subjektiv am besten gegen negative Gefühle gewirkt ,0,,0,,,,2
81_final,t1_questionnaires_arm_1,,1,E02L11,2,,2,2,0,2,3,0,-2,-1,-1,-2,-1,-2,2,-1,-3,-3,2,,4,2,3,1,2,2,4,3,2,4,1,4,3,1,3,1,2,2,2,2,1,2,3,1,1,3,2,1,3,3,2,,3,4,4,2,3,4,4,3,5,3,5,4,1,2,,3,3,3,3,2,2,3,2,2,3,2,,5,3,5,2,6,5,7,6,5,6,2,,3,3,4,4,4,2,,6,6,5,5,6,6,5,5,6,4,2,,4,3,2,1,2,4,2,3,3,2,4,4,3,1,3,3,2,2,2,1,2,,2,3,2,2,1,1,3,3,1,1,2,,3,4,4,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E02L11,JK,,2,,20,2,3,0,2,1,0,0,,2,,13,1,12,17,6,5,5,2,,16,3,14,16,14,5,2,2,,18,3,7,17,13,3,2,2,,19,5,16,14,17,5,4,2,,1,5,Avoid boredom but get a fair reward.,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
81_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E02L11,JZ,,2,,,,,,,2,,0,,1,,Worked best against the negative emotions.,0,,0,,,,2
82,t1_questionnaires_arm_1,01.11.2022 13:33,1,E26M05,2,01.11.2022 13:36,1,1,-1,-2,0,1,0,-1,-1,0,0,1,-2,-1,-2,-2,2,01.11.2022 13:37,2,1,1,1,1,3,3,3,2,3,2,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,2,3,3,2,2,01.11.2022 13:38,3,5,3,1,4,3,5,3,2,3,3,4,1,2,01.11.2022 13:39,2,2,2,2,3,2,4,2,3,2,2,01.11.2022 13:41,4,3,5,3,6,3,5,5,3,5,2,01.11.2022 13:41,1,1,1,2,2,2,01.11.2022 13:42,2,2,1,2,3,2,1,2,2,3,2,01.11.2022 13:46,2,3,3,3,2,4,3,3,2,2,3,2,2,2,3,2,1,2,2,2,2,01.11.2022 13:49,3,3,2,2,2,3,2,3,2,2,2,01.11.2022 13:50,3,5,2,5,2,01.11.2022 13:52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82_final,t1_questionnaires_arm_1,,1,E26M05,2,,1,1,-1,-2,0,1,0,-1,-1,0,0,1,-2,-1,-2,-2,2,,2,1,1,1,1,3,3,3,2,3,2,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,2,3,3,2,2,,3,5,3,1,4,3,5,3,2,3,3,4,1,2,,2,2,2,2,3,2,4,2,3,2,2,,4,3,5,3,6,3,5,5,3,5,2,,1,1,1,2,2,2,,2,2,1,2,3,2,1,2,2,3,2,,2,3,3,3,2,4,3,3,2,2,3,2,2,2,3,2,1,2,2,2,2,,3,3,2,2,2,3,2,3,2,2,2,,3,5,2,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,t1_questionnaires_arm_1,02.11.2022 09:48,1,M01L12,2,02.11.2022 09:51,1,0,-1,-3,2,1,-1,0,-1,-1,-2,-3,-1,0,1,1,2,02.11.2022 09:53,3,2,1,2,2,2,4,3,3,3,1,3,3,2,2,1,1,3,3,1,1,2,1,2,1,2,2,2,2,3,2,02.11.2022 09:54,2,5,5,3,4,3,4,4,4,2,4,4,3,2,02.11.2022 09:56,3,2,2,3,3,2,3,2,2,3,2,02.11.2022 09:58,3,3,3,1,5,4,2,4,5,3,2,02.11.2022 09:59,4,4,4,3,4,2,02.11.2022 10:01,6,6,3,5,7,5,5,3,6,7,2,02.11.2022 10:04,3,2,2,3,3,3,3,3,1,3,2,2,2,4,3,2,3,2,2,2,2,02.11.2022 10:07,2,3,4,2,2,3,3,2,1,2,2,02.11.2022 10:07,5,4,1,3,2,02.11.2022 10:14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01L12,JZ,23.11.2022,2,23.11.2022 12:06,20,2,3,0,2,1,0,0,,2,23.11.2022 12:19,8,1,7,16,10,4,3,2,23.11.2022 12:27,16,3,9,12,16,9,7,2,23.11.2022 12:37,17,3,10,9,19,14,7,2,23.11.2022 12:45,20,4,19,5,20,17,7,2,23.11.2022 12:56,1,2,,2,M01L12_t1_ED.csv,M01L12_t1_nback.csv,M01L12_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
83,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01L12,CS,30.11.2022,2,M01L12.eeg,M01L12.vhdr,M01L12.vmrk,M01L12_t2_ER.csv,M01L12_t2_ED.csv,,2,30.11.2022 13:00,1,Es viel mir schwer Unterdrücken und Distanzieren nicht zu kombinieren.  Und Ablenken viel mir schwer weil ich eher bildlich denke und das mit dem bild anschauen konkurriert.,1,,Diese viel mir am leichtesten. War also mit der geringsten Anstrengung verbunden.,1,Die Baseline mit neutralen Bildern am Anfang.,0,,,,2
83_final,t1_questionnaires_arm_1,,1,M01L12,2,,1,0,-1,-3,2,1,-1,0,-1,-1,-2,-3,-1,0,1,1,2,,3,2,1,2,2,2,4,3,3,3,1,3,3,2,2,1,1,3,3,1,1,2,1,2,1,2,2,2,2,3,2,,2,5,5,3,4,3,4,4,4,2,4,4,3,2,,3,2,2,3,3,2,3,2,2,3,2,,3,3,3,1,5,4,2,4,5,3,2,,4,4,4,3,4,2,,6,6,3,5,7,5,5,3,6,7,2,,3,2,2,3,3,3,3,3,1,3,2,2,2,4,3,2,3,2,2,2,2,,2,3,4,2,2,3,3,2,1,2,2,,5,4,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01L12,JZ,,2,,20,2,3,0,2,1,0,0,,2,,8,1,7,16,10,4,3,2,,16,3,9,12,16,9,7,2,,17,3,10,9,19,14,7,2,,20,4,19,5,20,17,7,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
83_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01L12,CS,,2,,,,,,,2,,1,It was hard not to combine suppression and distancing. And distraction was difficult because I am a visual thinker and that clashes with looking at the image.,1,,Was easiest for me. And had the lowest effort.,1,There was a baseline with neutral pictures in the beginning.,0,,,,2
84,t1_questionnaires_arm_1,02.11.2022 09:58,1,D24O05,2,02.11.2022 10:00,2,2,0,-2,2,2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,2,02.11.2022 10:02,2,2,3,2,1,3,3,4,4,2,1,2,2,1,3,2,2,2,2,3,1,4,1,2,1,2,3,1,4,3,2,02.11.2022 10:03,3,2,4,1,2,4,4,3,4,2,4,4,3,2,02.11.2022 10:03,3,3,3,3,2,2,2,3,2,3,2,02.11.2022 10:04,4,6,4,1,5,5,6,5,5,5,2,02.11.2022 10:05,3,1,4,2,4,2,02.11.2022 10:06,7,6,6,5,6,6,5,5,5,5,2,02.11.2022 10:07,2,1,2,4,2,2,2,2,3,3,2,1,2,3,2,2,3,2,3,1,2,02.11.2022 10:08,3,4,3,2,2,2,3,3,1,2,2,02.11.2022 10:09,6,2,5,2,2,02.11.2022 10:10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24O05,JK,04.11.2022,2,04.11.2022 10:34,25,2,3,0,2,1,0,0,,2,04.11.2022 10:46,11,2,12,11,6,5,5,2,04.11.2022 10:55,16,2,7,8,8,7,3,2,04.11.2022 11:03,18,2,8,8,6,8,2,2,04.11.2022 11:12,20,2,13,3,7,16,2,2,04.11.2022 11:20,1,2,,2,D24O05_t1_ED.csv,D24O05_t1_nback.csv,D24O05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
84,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24O05,CS,11.11.2022,2,D24O05.eeg,D24O05.vhdr,D24O05.vmrk,D24O05_t2_ER.csv,D24O05_t2_ED.csv,,2,11.11.2022 11:24,0,,1,,Hat für mich am besten funktioniert,0,,0,,,,2
84_final,t1_questionnaires_arm_1,,1,D24O05,2,,2,2,0,-2,2,2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,2,,2,2,3,2,1,3,3,4,4,2,1,2,2,1,3,2,2,2,2,3,1,4,1,2,1,2,3,1,4,3,2,,3,2,4,1,2,4,4,3,4,2,4,4,3,2,,3,3,3,3,2,2,2,3,2,3,2,,4,6,4,1,5,5,6,5,5,5,2,,3,1,4,2,4,2,,7,6,6,5,6,6,5,5,5,5,2,,2,1,2,4,2,2,2,2,3,3,2,1,2,3,2,2,3,2,3,1,2,,3,4,3,2,2,2,3,3,1,2,2,,6,2,5,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24O05,JK,,2,,25,2,3,0,2,1,0,0,,2,,11,2,12,11,6,5,5,2,,16,2,7,8,8,7,3,2,,18,2,8,8,6,8,2,2,,20,2,13,3,7,16,2,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
84_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24O05,CS,,2,,,,,,,2,,0,,1,,Worked best for me.,0,,0,,,,2
85,t1_questionnaires_arm_1,02.11.2022 10:03,1,L11S08,2,02.11.2022 10:05,1,1,1,-3,1,0,-2,-3,-2,-2,-2,-2,0,1,2,2,2,02.11.2022 10:07,3,2,2,1,2,3,3,1,1,4,4,4,1,2,3,2,2,1,2,3,1,1,1,1,1,3,1,3,1,3,2,02.11.2022 10:08,4,4,3,3,2,4,4,3,4,3,4,3,2,2,02.11.2022 10:08,3,2,3,3,3,2,3,1,3,2,2,02.11.2022 10:09,1,4,1,5,1,4,1,1,4,1,2,02.11.2022 10:10,3,3,2,1,1,2,02.11.2022 10:10,5,4,6,1,6,3,2,1,5,5,2,02.11.2022 10:12,1,3,3,1,3,3,2,1,3,3,2,1,1,3,1,3,1,2,2,3,2,02.11.2022 10:12,3,1,1,3,3,3,2,1,1,1,2,02.11.2022 10:13,2,5,2,4,2,02.11.2022 10:13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85_final,t1_questionnaires_arm_1,,1,L11S08,2,,1,1,1,-3,1,0,-2,-3,-2,-2,-2,-2,0,1,2,2,2,,3,2,2,1,2,3,3,1,1,4,4,4,1,2,3,2,2,1,2,3,1,1,1,1,1,3,1,3,1,3,2,,4,4,3,3,2,4,4,3,4,3,4,3,2,2,,3,2,3,3,3,2,3,1,3,2,2,,1,4,1,5,1,4,1,1,4,1,2,,3,3,2,1,1,2,,5,4,6,1,6,3,2,1,5,5,2,,1,3,3,1,3,3,2,1,3,3,2,1,1,3,1,3,1,2,2,3,2,,3,1,1,3,3,3,2,1,1,1,2,,2,5,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,t1_questionnaires_arm_1,02.11.2022 10:26,1,P18M06,2,02.11.2022 11:27,2,1,2,-2,3,-1,0,1,-2,-2,-1,-1,2,1,-2,1,2,02.11.2022 11:29,4,1,3,2,1,3,3,4,3,3,2,3,3,1,2,1,1,1,2,3,2,3,1,3,1,2,2,3,3,3,2,02.11.2022 11:30,2,4,5,1,4,4,5,4,5,3,4,4,2,2,02.11.2022 11:31,3,3,4,4,2,3,3,3,2,4,2,02.11.2022 11:33,5,5,6,1,3,2,6,4,3,6,2,02.11.2022 11:33,3,4,1,4,4,2,02.11.2022 11:35,6,3,5,6,7,7,6,3,6,5,2,02.11.2022 11:37,2,1,2,2,2,3,2,1,3,3,2,1,3,2,2,1,3,2,3,1,2,02.11.2022 11:39,2,1,2,2,3,2,3,1,2,2,2,02.11.2022 11:40,3,5,5,3,2,02.11.2022 11:40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18M06,JZ,17.11.2022,2,17.11.2022 11:59,19,2,3,0,2,1,0,0,,2,17.11.2022 12:10,3,1,4,19,3,4,2,2,17.11.2022 12:19,8,2,5,13,7,9,3,2,17.11.2022 12:28,10,2,9,10,12,11,3,2,17.11.2022 12:36,14,2,6,8,11,9,3,2,17.11.2022 12:45,1,2,,2,P18M06_t1_ED.csv,P18M06_t1_nback.csv,P18M06_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
86,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18M06,JZ,24.11.2022,2,P18M06.eeg,P18M06.vhdr,P18M06.vmrk,P18M06_t2_ER.csv,P18M06_t2_ED.csv,,2,24.11.2022 12:47,1,Das ablenken und distanzieren waren als einzige Strategien effektiv,1,,Weil sie am wenigsten anstrengend war,0,,0,,,,2
86_final,t1_questionnaires_arm_1,,1,P18M06,2,,2,1,2,-2,3,-1,0,1,-2,-2,-1,-1,2,1,-2,1,2,,4,1,3,2,1,3,3,4,3,3,2,3,3,1,2,1,1,1,2,3,2,3,1,3,1,2,2,3,3,3,2,,2,4,5,1,4,4,5,4,5,3,4,4,2,2,,3,3,4,4,2,3,3,3,2,4,2,,5,5,6,1,3,2,6,4,3,6,2,,3,4,1,4,4,2,,6,3,5,6,7,7,6,3,6,5,2,,2,1,2,2,2,3,2,1,3,3,2,1,3,2,2,1,3,2,3,1,2,,2,1,2,2,3,2,3,1,2,2,2,,3,5,5,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18M06,JZ,,2,,19,2,3,0,2,1,0,0,,2,,3,1,4,19,3,4,2,2,,8,2,5,13,7,9,3,2,,10,2,9,10,12,11,3,2,,14,2,6,8,11,9,3,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
