record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
98_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H15G01,JZ,21.11.2022,2,H15G01.eeg,H15G01.vhdr,H15G01.vmrk,H15G01_t2_ER.csv,H15G01_t2_ED.csv,,2,1,Reacted stronger to specific pictures,,,,,,,,,,
99_final,t1_questionnaires_arm_1,1,R22N06,2,2,0,1,-1,3,-1,-1,-1,-2,1,-2,-1,-1,-1,-2,-2,2,3,2,1,1,2,4,2,4,3,2,1,3,2,1,4,2,2,1,2,3,2,2,1,1,1,3,2,2,4,2,2,3,1,3,2,3,3,2,2,3,2,4,4,3,2,3,4,3,3,2,3,2,3,2,3,2,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_final,t1_questionnaires_arm_1,1,H24R05,2,2,0,0,-2,1,-1,0,-1,0,-1,0,1,0,-1,-2,-2,2,3,2,3,2,1,3,3,3,3,4,2,3,2,2,3,1,2,1,3,3,1,2,2,1,2,3,2,2,2,3,2,4,3,4,3,3,4,4,3,3,2,4,3,2,2,3,2,2,3,3,2,3,2,3,3,2,5,4,5,2,4,4,5,3,4,5,2,3,3,4,4,4,2,5,4,5,4,6,6,5,4,5,4,2,2,2,2,3,2,3,2,3,2,3,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H24R05,MH,15.11.2022,2,19,2,3,0,2,1,0,0,,2,3,1,3,18,4,1,4,2,7,1,3,16,7,3,5,2,16,2,11,12,13,10,4,2,17,3,17,11,15,13,13,2,1,2,,2,H24R05_t1_ED.csv,H24R05_t1_nback.csv,H24R05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
100_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H24R05,MH,22.11.2022,2,H24R05.eeg,H24R05.vhdr,H24R05.vmrk,H24R05_t2_ER.csv,H24R05_t2_ED.csv,,2,0,,1,,It worked best to keep distance and neutrality.,0,,0,,,,2
101_final,t1_questionnaires_arm_1,1,Z26R07,2,2,2,-1,-2,2,-2,-3,-2,-3,0,-3,-2,2,2,-3,-2,2,3,2,2,1,2,4,4,3,2,2,1,3,3,2,3,1,2,2,2,3,1,2,3,1,1,2,2,4,4,3,2,3,4,4,2,4,3,4,3,4,2,4,3,4,2,3,2,2,3,4,3,3,4,3,3,2,5,5,2,5,3,5,4,5,5,4,2,2,3,2,1,2,2,6,5,4,6,5,5,5,6,5,6,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102_final,t1_questionnaires_arm_1,1,B18O03,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103_final,t1_questionnaires_arm_1,1,B01J08,2,1,-1,-1,-2,1,3,0,-1,-1,1,-2,-2,-1,-2,-3,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104_final,t1_questionnaires_arm_1,1,P09M12,2,2,2,0,-2,1,0,0,-2,-3,-1,-1,0,1,0,-3,-3,2,3,3,2,1,1,4,3,1,2,3,1,4,4,1,3,1,1,1,2,4,1,1,2,2,1,2,2,1,3,4,2,4,2,4,1,2,5,3,3,3,3,3,2,2,2,4,3,3,3,3,3,3,3,3,2,2,6,5,4,1,2,4,3,4,7,4,2,2,2,1,1,2,2,4,5,4,4,6,5,4,3,4,5,2,2,2,2,3,3,2,2,1,2,3,3,1,3,3,2,2,2,3,3,2,2,2,3,3,2,2,2,3,2,2,1,2,3,3,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09M12,JK,14.11.2022,2,19,2,3,0,2,1,0,0,,2,4,11,2,20,5,2,11,2,12,2,7,13,11,15,12,2,17,13,18,13,13,10,14,2,14,14,2,20,9,7,9,2,1,1,,2,P09M12_t1_ED.csv,P09M12_t1_nback.csv,P09M12_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
104_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P09M12,CS,21.11.2022,2,P09M12.eeg,P09M12.vhdr,P09M12.vmrk,P09M12_t2_ER.csv,P09M12_t2_ED.csv,,2,1,In the first block,,,,,,,,,,
105_final,t1_questionnaires_arm_1,1,B01J08,2,-2,-1,-2,1,2,3,1,0,-1,-2,2,-2,0,-1,-3,-3,2,2,1,2,2,1,2,1,3,3,3,2,3,1,1,2,1,1,2,1,2,1,1,3,1,4,3,3,2,2,1,2,4,2,2,5,5,2,3,2,4,2,3,4,2,2,3,3,2,3,2,3,4,3,2,3,2,6,7,6,5,3,5,6,5,7,6,2,4,5,1,2,1,2,6,5,7,4,6,5,3,5,4,6,2,2,1,3,2,3,2,4,4,4,3,1,2,1,1,2,2,3,2,3,2,2,1,2,4,3,2,1,2,3,4,3,2,1,2,4,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B01J08,JZ,14.11.2022,2,20,1,3,0,2,1,0,0,,2,3,1,2,17,2,2,4,2,5,1,2,15,3,3,4,2,11,1,5,15,6,4,5,2,17,1,10,10,13,6,6,2,1,3,,2,B01J08_t1_ED.csv,B01J08_t1_nback.csv,B01J08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
105_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B01J08,JZ,21.11.2022,2,B01J08.eeg,B01J08.vhdr,B01J08.vmrk,B01J08_t2_ER.csv,B01J08_t2_ED.csv,,2,0,,1,,Easiest strategy.,0,,0,,,,2
106_final,t1_questionnaires_arm_1,1,C13H11,2,2,-1,2,-2,1,0,-2,-3,-2,-3,0,-3,1,-1,-2,-3,2,3,2,3,1,2,4,3,1,2,2,3,4,1,1,4,4,2,1,1,3,3,2,2,1,1,4,1,1,2,4,2,3,2,5,1,2,4,5,3,5,4,5,2,4,2,3,2,3,4,2,1,4,2,1,3,2,5,5,3,3,2,2,5,4,3,4,2,1,2,3,4,1,2,7,4,3,6,6,7,4,6,7,6,2,2,1,2,3,3,4,2,3,4,2,3,1,3,2,1,1,3,2,2,2,2,2,2,3,2,3,2,2,3,3,1,2,3,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C13H11,MH,15.11.2022,2,25,2,3,0,2,1,0,0,,2,4,1,7,2,10,2,3,2,4,5,5,4,5,3,4,2,8,7,5,4,9,3,2,2,10,10,8,7,14,4,1,2,1,3,,0,C13H11_t1_ED.csv,C13H11_t1_nback.csv,C13H11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
106_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C13H11,MH,22.11.2022,2,,,,C13H11_t2_ER.csv,C13H11_t2_ED.csv,EMG data did not save.,2,1,I noticed some pictures were racist,,,,,,,,,,
107_final,t1_questionnaires_arm_1,1,S29G03,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_final,t1_questionnaires_arm_1,1,H09R12,2,2,1,1,-2,2,-1,-2,-2,-2,1,-1,-2,1,1,-3,-2,2,4,2,2,2,2,3,3,3,4,2,1,3,2,2,3,1,2,1,2,3,1,2,1,2,1,2,2,2,4,3,2,4,3,5,1,2,3,1,4,4,1,4,2,2,2,4,3,3,4,2,3,2,3,2,4,2,7,2,6,1,5,2,6,5,5,6,2,4,4,4,4,4,2,6,5,5,5,5,6,5,5,6,6,2,3,1,1,3,2,2,1,2,4,4,1,2,4,3,3,1,4,1,3,2,2,1,3,2,1,2,2,4,3,1,1,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H09R12,JZ,23.11.2022,2,23,2,3,0,2,1,0,0,,2,2,1,2,7,1,3,8,2,4,1,3,9,3,4,5,2,9,2,4,9,8,3,6,2,11,2,4,9,6,4,6,2,1,5,Reach optimal effort-reward ratio.,2,H09R12_t1_ED.csv,H09R12_t1_nback.csv,H09R12_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
108_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H09R12,CS,30.11.2022,2,H09R12.eeg,H09R12.vhdr,H09R12.vmrk,H09R12_t2_ER.csv,H09R12_t2_ED.csv,,2,0,,0,I also applied the strategies in the pause between pictures.,I could handle it best and it was fun.,0,,0,,,,2
109_final,t1_questionnaires_arm_1,1,S29G03,2,3,3,3,-2,3,-2,-2,-2,2,-2,-2,-2,2,1,-3,-3,2,3,2,3,1,1,4,3,2,3,3,1,3,4,2,4,3,2,1,1,3,2,1,4,1,2,2,2,1,2,4,2,4,2,4,2,1,4,3,3,4,2,5,2,2,2,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110_final,t1_questionnaires_arm_1,1,B07R09,2,1,-2,-2,-3,3,-2,1,2,-2,-2,-2,-2,-1,-3,-2,-1,2,3,2,2,2,2,4,4,3,3,4,2,4,4,2,3,2,3,2,2,3,2,2,2,1,1,3,1,3,3,4,2,3,2,4,1,2,4,2,4,4,3,5,2,4,2,3,3,3,3,3,3,3,3,2,3,2,6,1,6,1,3,1,6,3,2,4,2,3,2,4,4,5,2,7,7,4,2,7,7,2,3,7,7,2,3,2,2,3,2,4,2,3,3,2,3,3,4,1,3,2,3,2,3,2,2,3,3,2,1,1,1,4,3,1,1,2,4,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B07R09,CS,17.11.2022,2,21,2,3,0,2,1,0,0,,2,7,4,17,12,9,9,4,2,16,4,17,9,16,10,10,2,19,3,16,10,16,10,8,2,18,3,16,12,14,6,4,2,1,5,I wanted more money.,2,B07R09_t1_ED.csv,B07R09_t1_nback.csv,B07R09_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
110_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B07R09,CS,24.11.2022,2,B07R09.eeg,B07R09.vhdr,B07R09.vmrk,B07R09_t2_ER.csv,B07R09_t2_ED.csv,,2,1,The first pictures were not disturbing,,,,,,,,,,
111_final,t1_questionnaires_arm_1,1,B02L10,2,1,1,1,-2,3,1,-1,-1,1,-2,-1,1,1,1,-2,-2,2,2,3,1,2,2,3,2,4,2,2,1,2,3,2,2,1,2,2,3,2,1,3,3,2,1,3,3,1,3,2,2,2,4,2,1,5,3,4,1,3,4,3,4,3,2,2,3,4,4,2,3,2,2,1,2,2,6,5,3,2,6,4,6,5,5,3,2,1,4,4,3,4,2,5,5,4,5,5,4,6,4,5,5,2,3,2,2,2,2,3,2,2,2,3,2,2,2,1,3,3,1,2,2,2,2,2,3,3,3,2,2,3,2,2,1,2,2,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B02L10,CS,17.11.2022,2,20,2,3,0,2,1,0,0,,2,7,1,8,3,8,13,18,2,10,2,12,4,10,9,11,2,13,2,10,4,12,10,12,2,13,2,10,4,12,13,11,2,1,5,Avoid large effort and low reward for moderate performance.,2,B02L10_t1_ED.csv,B02L10_t1_nback.csv,B02L10_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
111_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B02L10,CS,24.11.2022,2,B02L10.eeg,B02L10.vhdr,B02L10.vmrk,B02L10_t2_ER.csv,B02L10_t2_ED.csv,,2,1,The intensity increased,,,,,,,,,,
112_final,t1_questionnaires_arm_1,1,S28E04,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_final,t1_questionnaires_arm_1,1,N06L10,2,-1,-1,-2,1,2,-1,2,2,2,0,1,1,-3,-3,2,2,2,4,2,2,2,1,1,3,2,4,4,4,3,3,2,2,2,2,2,3,3,1,3,4,1,1,2,2,3,4,4,2,4,4,5,2,2,4,2,2,5,1,5,2,2,2,4,4,3,3,4,3,3,3,2,4,2,2,2,2,1,6,2,6,5,1,6,2,2,2,3,4,1,2,6,3,1,5,7,7,6,2,5,3,2,2,1,1,3,3,4,2,4,1,3,1,1,4,3,3,3,4,3,4,3,2,3,2,2,2,2,2,3,2,2,2,2,5,3,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N06L10,JZ,14.11.2022,2,24,2,3,0,2,1,0,0,,2,12,2,4,15,11,3,5,2,14,2,10,9,16,8,8,2,19,2,17,6,18,8,12,2,20,2,17,2,20,17,18,2,1,3,,2,N06L10_t1_ED.csv,N06L10_t1_nback.csv,N06L10_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
113_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N06L10,JZ,21.11.2022,2,N06L10.eeg,N06L10.vhdr,N06L10.vmrk,N06L10_t2_ER.csv,N06L10_t2_ED.csv,,2,0,,1,,It was easy for me to apply it and it regulated my emotions well. I often use this in daily life.,0,,0,,,,2
114_final,t1_questionnaires_arm_1,1,R29L07,2,1,1,0,-1,2,1,0,1,-1,-1,-1,1,-2,-1,-2,-2,2,3,2,2,3,1,1,2,2,3,1,1,2,4,2,3,1,2,2,1,3,1,2,1,1,2,2,2,1,3,3,2,3,2,4,2,3,4,4,2,1,2,4,2,3,2,3,3,3,3,1,4,3,4,2,3,2,4,2,4,1,6,2,4,5,5,5,2,4,4,3,3,2,2,3,2,3,5,7,6,5,3,6,6,2,1,2,2,1,2,3,1,1,4,3,2,1,3,3,2,1,3,4,3,3,2,1,3,3,1,2,2,4,3,1,1,2,5,5,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R29L07,MH,23.11.2022,0,,,,,0,,0,0,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
115_final,t1_questionnaires_arm_1,1,W16C01,2,1,1,2,-2,2,-1,1,-3,-2,-1,-2,-2,1,0,-1,-1,2,4,2,3,2,2,3,3,3,3,4,2,4,3,2,3,1,2,2,1,3,1,1,2,3,1,2,2,2,1,3,2,4,2,4,1,3,4,1,2,5,2,5,3,4,2,4,4,3,3,2,3,2,3,1,3,2,7,3,7,2,3,1,5,6,5,5,2,4,4,4,4,5,2,7,6,6,4,5,6,4,4,5,5,2,2,2,3,3,1,3,2,3,1,3,2,1,4,1,4,1,3,3,3,2,2,1,1,2,2,2,1,3,1,1,2,2,3,4,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W16C01,JZ,28.11.2022,2,23,2,3,0,2,1,0,0,,2,1,1,1,19,3,1,9,2,12,3,1,12,5,4,7,2,5,2,1,4,5,2,10,2,10,3,1,3,2,4,6,2,1,5,Which reward I considered ffair for my effort and the difficulty level. But I was not entirely sure about the colours.,2,W16C01_t1_ED.csv,W16C01_t1_nback.csv,W16C01_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
115_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W16C01,MH,05.12.2022,2,W16C01.eeg,W16C01.vhdr,W16C01.vmrk,W16C01_t2_ER.csv,W16C01_t2_ED.csv,,2,0,,1,,Most difficult and exciting,,,,,,,
